txn_id,account_id,category_id,merchant_id,txn_date,description,amount
586,587,11,587,2025-08-10,Daily expense,-96
587,588,12,588,2025-08-11,Daily expense,-97
588,589,13,589,2025-08-12,Daily expense,-98
589,590,14,590,2025-08-13,Daily expense,-99
590,591,1,,2025-08-14,Monthly income,3090
591,592,6,592,2025-08-15,Daily expense,-101
592,593,7,593,2025-08-16,Daily expense,-102
593,594,8,594,2025-08-17,Daily expense,-103
594,595,9,595,2025-08-18,Daily expense,-104
595,596,1,,2025-08-19,Monthly income,3095
596,597,11,597,2025-08-20,Daily expense,-106
597,598,12,598,2025-08-21,Daily expense,-107
598,599,13,599,2025-08-22,Daily expense,-108
599,600,14,600,2025-08-23,Daily expense,-109
600,601,1,,2025-08-24,Monthly income,3100
601,602,6,602,2025-08-25,Daily expense,-111
602,603,7,603,2025-08-26,Daily expense,-112
603,604,8,604,2025-08-27,Daily expense,-113
604,605,9,605,2025-08-28,Daily expense,-114
605,606,1,,2025-08-29,Monthly income,3105
606,607,11,607,2025-08-30,Daily expense,-116
607,608,12,608,2025-08-31,Daily expense,-117
608,609,13,609,2025-09-01,Daily expense,-118
609,610,14,610,2025-09-02,Daily expense,-119
610,611,1,,2025-09-03,Monthly income,3110
611,612,6,612,2025-09-04,Daily expense,-121
612,613,7,613,2025-09-05,Daily expense,-122
613,614,8,614,2025-09-06,Daily expense,-123
614,615,9,615,2025-09-07,Daily expense,-124
615,616,1,,2025-09-08,Monthly income,3115
616,617,11,617,2025-09-09,Daily expense,-126
617,618,12,618,2025-09-10,Daily expense,-127
618,619,13,619,2025-09-11,Daily expense,-128
619,620,14,620,2025-09-12,Daily expense,-129
620,621,1,,2025-09-13,Monthly income,3120
621,622,6,622,2025-09-14,Daily expense,-131
622,623,7,623,2025-09-15,Daily expense,-132
623,624,8,624,2025-09-16,Daily expense,-133
624,625,9,625,2025-09-17,Daily expense,-134
625,626,1,,2025-09-18,Monthly income,3125
626,627,11,627,2025-09-19,Daily expense,-136
627,628,12,628,2025-09-20,Daily expense,-137
628,629,13,629,2025-09-21,Daily expense,-138
629,630,14,630,2025-09-22,Daily expense,-139
630,631,1,,2025-09-23,Monthly income,3130
631,632,6,632,2025-09-24,Daily expense,-141
632,633,7,633,2025-09-25,Daily expense,-142
633,634,8,634,2025-09-26,Daily expense,-143
634,635,9,635,2025-09-27,Daily expense,-144
635,636,1,,2025-09-28,Monthly income,3135
636,637,11,637,2025-09-29,Daily expense,-146
637,638,12,638,2025-09-30,Daily expense,-147
638,639,13,639,2025-10-01,Daily expense,-148
639,640,14,640,2025-10-02,Daily expense,-149
640,641,1,,2025-10-03,Monthly income,3140
641,642,6,642,2025-10-04,Daily expense,-151
642,643,7,643,2025-10-05,Daily expense,-152
643,644,8,644,2025-10-06,Daily expense,-153
644,645,9,645,2025-10-07,Daily expense,-154
645,646,1,,2025-10-08,Monthly income,3145
646,647,11,647,2025-10-09,Daily expense,-156
647,648,12,648,2025-10-10,Daily expense,-157
648,649,13,649,2025-10-11,Daily expense,-158
649,650,14,650,2025-10-12,Daily expense,-159
650,651,1,,2025-10-13,Monthly income,3150
651,652,6,652,2025-10-14,Daily expense,-161
652,653,7,653,2025-10-15,Daily expense,-162
653,654,8,654,2025-10-16,Daily expense,-163
654,655,9,655,2025-10-17,Daily expense,-164
655,656,1,,2025-10-18,Monthly income,3155
656,657,11,657,2025-10-19,Daily expense,-166
657,658,12,658,2025-10-20,Daily expense,-167
658,659,13,659,2025-10-21,Daily expense,-168
659,660,14,660,2025-10-22,Daily expense,-169
660,661,1,,2025-10-23,Monthly income,3160
661,662,6,662,2025-10-24,Daily expense,-171
662,663,7,663,2025-10-25,Daily expense,-172
663,664,8,664,2025-10-26,Daily expense,-173
664,665,9,665,2025-10-27,Daily expense,-174
665,666,1,,2025-10-28,Monthly income,3165
666,667,11,667,2025-10-29,Daily expense,-176
667,668,12,668,2025-10-30,Daily expense,-177
668,669,13,669,2025-10-31,Daily expense,-178
669,670,14,670,2025-11-01,Daily expense,-179
670,671,1,,2025-11-02,Monthly income,3170
671,672,6,672,2025-11-03,Daily expense,-181
672,673,7,673,2025-11-04,Daily expense,-182
673,674,8,674,2025-11-05,Daily expense,-183
674,675,9,675,2025-11-06,Daily expense,-184
675,676,1,,2025-11-07,Monthly income,3175
676,677,11,677,2025-11-08,Daily expense,-186
677,678,12,678,2025-11-09,Daily expense,-187
678,679,13,679,2025-11-10,Daily expense,-188
679,680,14,680,2025-11-11,Daily expense,-189
680,681,1,,2025-11-12,Monthly income,3180
681,682,6,682,2025-11-13,Daily expense,-191
682,683,7,683,2025-11-14,Daily expense,-192
683,684,8,684,2025-11-15,Daily expense,-193
684,685,9,685,2025-11-16,Daily expense,-194
685,686,1,,2025-11-17,Monthly income,3185
686,687,11,687,2025-11-18,Daily expense,-196
687,688,12,688,2025-11-19,Daily expense,-197
688,689,13,689,2025-11-20,Daily expense,-198
689,690,14,690,2025-11-21,Daily expense,-199
690,691,1,,2025-11-22,Monthly income,3190
691,692,6,692,2025-11-23,Daily expense,-201
692,693,7,693,2025-11-24,Daily expense,-202
693,694,8,694,2025-11-25,Daily expense,-203
694,695,9,695,2025-11-26,Daily expense,-204
695,696,1,,2025-11-27,Monthly income,3195
696,697,11,697,2025-11-28,Daily expense,-206
697,698,12,698,2025-11-29,Daily expense,-207
698,699,13,699,2025-11-30,Daily expense,-208
699,700,14,700,2025-12-01,Daily expense,-209
700,701,1,,2025-12-02,Monthly income,3200
701,702,6,702,2025-12-03,Daily expense,-211
702,703,7,703,2025-12-04,Daily expense,-212
703,704,8,704,2025-12-05,Daily expense,-213
704,705,9,705,2025-12-06,Daily expense,-214
705,706,1,,2025-12-07,Monthly income,3205
706,707,11,707,2025-12-08,Daily expense,-216
707,708,12,708,2025-12-09,Daily expense,-217
708,709,13,709,2025-12-10,Daily expense,-218
709,710,14,710,2025-12-11,Daily expense,-219
710,711,1,,2025-12-12,Monthly income,3210
711,712,6,712,2025-12-13,Daily expense,-221
712,713,7,713,2025-12-14,Daily expense,-222
713,714,8,714,2025-12-15,Daily expense,-223
714,715,9,715,2025-12-16,Daily expense,-224
715,716,1,,2025-12-17,Monthly income,3215
716,717,11,717,2025-12-18,Daily expense,-226
717,718,12,718,2025-12-19,Daily expense,-227
718,719,13,719,2025-12-20,Daily expense,-228
719,720,14,720,2025-12-21,Daily expense,-229
720,721,1,,2025-12-22,Monthly income,3220
721,722,6,722,2025-12-23,Daily expense,-231
722,723,7,723,2025-12-24,Daily expense,-232
723,724,8,724,2025-12-25,Daily expense,-233
724,725,9,725,2025-12-26,Daily expense,-234
725,726,1,,2025-12-27,Monthly income,3225
726,727,11,727,2025-12-28,Daily expense,-236
727,728,12,728,2025-12-29,Daily expense,-237
728,729,13,729,2025-12-30,Daily expense,-238
729,730,14,730,2025-12-31,Daily expense,-239
730,731,1,,2025-01-01,Monthly income,3230
731,732,6,732,2025-01-02,Daily expense,-241
732,733,7,733,2025-01-03,Daily expense,-242
733,734,8,734,2025-01-04,Daily expense,-243
734,735,9,735,2025-01-05,Daily expense,-244
735,736,1,,2025-01-06,Monthly income,3235
736,737,11,737,2025-01-07,Daily expense,-246
737,738,12,738,2025-01-08,Daily expense,-247
738,739,13,739,2025-01-09,Daily expense,-248
739,740,14,740,2025-01-10,Daily expense,-249
740,741,1,,2025-01-11,Monthly income,3240
741,742,6,742,2025-01-12,Daily expense,-251
742,743,7,743,2025-01-13,Daily expense,-252
743,744,8,744,2025-01-14,Daily expense,-253
744,745,9,745,2025-01-15,Daily expense,-254
745,746,1,,2025-01-16,Monthly income,3245
746,747,11,747,2025-01-17,Daily expense,-256
747,748,12,748,2025-01-18,Daily expense,-257
748,749,13,749,2025-01-19,Daily expense,-258
749,750,14,750,2025-01-20,Daily expense,-259
750,751,1,,2025-01-21,Monthly income,3250
751,752,6,752,2025-01-22,Daily expense,-11
752,753,7,753,2025-01-23,Daily expense,-12
753,754,8,754,2025-01-24,Daily expense,-13
754,755,9,755,2025-01-25,Daily expense,-14
755,756,1,,2025-01-26,Monthly income,3255
756,757,11,757,2025-01-27,Daily expense,-16
757,758,12,758,2025-01-28,Daily expense,-17
758,759,13,759,2025-01-29,Daily expense,-18
759,760,14,760,2025-01-30,Daily expense,-19
760,761,1,,2025-01-31,Monthly income,3260
761,762,6,762,2025-02-01,Daily expense,-21
762,763,7,763,2025-02-02,Daily expense,-22
763,764,8,764,2025-02-03,Daily expense,-23
764,765,9,765,2025-02-04,Daily expense,-24
765,766,1,,2025-02-05,Monthly income,3265
766,767,11,767,2025-02-06,Daily expense,-26
767,768,12,768,2025-02-07,Daily expense,-27
768,769,13,769,2025-02-08,Daily expense,-28
769,770,14,770,2025-02-09,Daily expense,-29
770,771,1,,2025-02-10,Monthly income,3270
771,772,6,772,2025-02-11,Daily expense,-31
772,773,7,773,2025-02-12,Daily expense,-32
773,774,8,774,2025-02-13,Daily expense,-33
774,775,9,775,2025-02-14,Daily expense,-34
775,776,1,,2025-02-15,Monthly income,3275
776,777,11,777,2025-02-16,Daily expense,-36
777,778,12,778,2025-02-17,Daily expense,-37
778,779,13,779,2025-02-18,Daily expense,-38
779,780,14,780,2025-02-19,Daily expense,-39
780,781,1,,2025-02-20,Monthly income,3280
781,782,6,782,2025-02-21,Daily expense,-41
782,783,7,783,2025-02-22,Daily expense,-42
783,784,8,784,2025-02-23,Daily expense,-43
784,785,9,785,2025-02-24,Daily expense,-44
785,786,1,,2025-02-25,Monthly income,3285
786,787,11,787,2025-02-26,Daily expense,-46
787,788,12,788,2025-02-27,Daily expense,-47
788,789,13,789,2025-02-28,Daily expense,-48
789,790,14,790,2025-03-01,Daily expense,-49
790,791,1,,2025-03-02,Monthly income,3290
791,792,6,792,2025-03-03,Daily expense,-51
792,793,7,793,2025-03-04,Daily expense,-52
793,794,8,794,2025-03-05,Daily expense,-53
794,795,9,795,2025-03-06,Daily expense,-54
795,796,1,,2025-03-07,Monthly income,3295
796,797,11,797,2025-03-08,Daily expense,-56
797,798,12,798,2025-03-09,Daily expense,-57
798,799,13,799,2025-03-10,Daily expense,-58
799,800,14,800,2025-03-11,Daily expense,-59
800,801,1,,2025-03-12,Monthly income,3300
801,802,6,802,2025-03-13,Daily expense,-61
802,803,7,803,2025-03-14,Daily expense,-62
803,804,8,804,2025-03-15,Daily expense,-63
804,805,9,805,2025-03-16,Daily expense,-64
805,806,1,,2025-03-17,Monthly income,3305
806,807,11,807,2025-03-18,Daily expense,-66
807,808,12,808,2025-03-19,Daily expense,-67
808,809,13,809,2025-03-20,Daily expense,-68
809,810,14,810,2025-03-21,Daily expense,-69
810,811,1,,2025-03-22,Monthly income,3310
811,812,6,812,2025-03-23,Daily expense,-71
812,813,7,813,2025-03-24,Daily expense,-72
813,814,8,814,2025-03-25,Daily expense,-73
814,815,9,815,2025-03-26,Daily expense,-74
815,816,1,,2025-03-27,Monthly income,3315
816,817,11,817,2025-03-28,Daily expense,-76
817,818,12,818,2025-03-29,Daily expense,-77
818,819,13,819,2025-03-30,Daily expense,-78
819,820,14,820,2025-03-31,Daily expense,-79
820,821,1,,2025-04-01,Monthly income,3320
821,822,6,822,2025-04-02,Daily expense,-81
822,823,7,823,2025-04-03,Daily expense,-82
823,824,8,824,2025-04-04,Daily expense,-83
824,825,9,825,2025-04-05,Daily expense,-84
825,826,1,,2025-04-06,Monthly income,3325
826,827,11,827,2025-04-07,Daily expense,-86
827,828,12,828,2025-04-08,Daily expense,-87
828,829,13,829,2025-04-09,Daily expense,-88
829,830,14,830,2025-04-10,Daily expense,-89
830,831,1,,2025-04-11,Monthly income,3330
831,832,6,832,2025-04-12,Daily expense,-91
832,833,7,833,2025-04-13,Daily expense,-92
833,834,8,834,2025-04-14,Daily expense,-93
834,835,9,835,2025-04-15,Daily expense,-94
835,836,1,,2025-04-16,Monthly income,3335
836,837,11,837,2025-04-17,Daily expense,-96
837,838,12,838,2025-04-18,Daily expense,-97
838,839,13,839,2025-04-19,Daily expense,-98
839,840,14,840,2025-04-20,Daily expense,-99
840,841,1,,2025-04-21,Monthly income,3340
841,842,6,842,2025-04-22,Daily expense,-101
842,843,7,843,2025-04-23,Daily expense,-102
843,844,8,844,2025-04-24,Daily expense,-103
844,845,9,845,2025-04-25,Daily expense,-104
845,846,1,,2025-04-26,Monthly income,3345
846,847,11,847,2025-04-27,Daily expense,-106
847,848,12,848,2025-04-28,Daily expense,-107
848,849,13,849,2025-04-29,Daily expense,-108
849,850,14,850,2025-04-30,Daily expense,-109
850,851,1,,2025-05-01,Monthly income,3350
851,852,6,852,2025-05-02,Daily expense,-111
852,853,7,853,2025-05-03,Daily expense,-112
853,854,8,854,2025-05-04,Daily expense,-113
854,855,9,855,2025-05-05,Daily expense,-114
855,856,1,,2025-05-06,Monthly income,3355
856,857,11,857,2025-05-07,Daily expense,-116
857,858,12,858,2025-05-08,Daily expense,-117
858,859,13,859,2025-05-09,Daily expense,-118
859,860,14,860,2025-05-10,Daily expense,-119
860,861,1,,2025-05-11,Monthly income,3360
861,862,6,862,2025-05-12,Daily expense,-121
862,863,7,863,2025-05-13,Daily expense,-122
863,864,8,864,2025-05-14,Daily expense,-123
864,865,9,865,2025-05-15,Daily expense,-124
865,866,1,,2025-05-16,Monthly income,3365
866,867,11,867,2025-05-17,Daily expense,-126
867,868,12,868,2025-05-18,Daily expense,-127
868,869,13,869,2025-05-19,Daily expense,-128
869,870,14,870,2025-05-20,Daily expense,-129
870,871,1,,2025-05-21,Monthly income,3370
871,872,6,872,2025-05-22,Daily expense,-131
872,873,7,873,2025-05-23,Daily expense,-132
873,874,8,874,2025-05-24,Daily expense,-133
874,875,9,875,2025-05-25,Daily expense,-134
875,876,1,,2025-05-26,Monthly income,3375
876,877,11,877,2025-05-27,Daily expense,-136
877,878,12,878,2025-05-28,Daily expense,-137
878,879,13,879,2025-05-29,Daily expense,-138
879,880,14,880,2025-05-30,Daily expense,-139
880,881,1,,2025-05-31,Monthly income,3380
881,882,6,882,2025-06-01,Daily expense,-141
882,883,7,883,2025-06-02,Daily expense,-142
883,884,8,884,2025-06-03,Daily expense,-143
884,885,9,885,2025-06-04,Daily expense,-144
885,886,1,,2025-06-05,Monthly income,3385
886,887,11,887,2025-06-06,Daily expense,-146
887,888,12,888,2025-06-07,Daily expense,-147
888,889,13,889,2025-06-08,Daily expense,-148
889,890,14,890,2025-06-09,Daily expense,-149
890,891,1,,2025-06-10,Monthly income,3390
891,892,6,892,2025-06-11,Daily expense,-151
892,893,7,893,2025-06-12,Daily expense,-152
893,894,8,894,2025-06-13,Daily expense,-153
894,895,9,895,2025-06-14,Daily expense,-154
895,896,1,,2025-06-15,Monthly income,3395
896,897,11,897,2025-06-16,Daily expense,-156
897,898,12,898,2025-06-17,Daily expense,-157
898,899,13,899,2025-06-18,Daily expense,-158
899,900,14,900,2025-06-19,Daily expense,-159
900,901,1,,2025-06-20,Monthly income,2500
901,902,6,902,2025-06-21,Daily expense,-161
902,903,7,903,2025-06-22,Daily expense,-162
903,904,8,904,2025-06-23,Daily expense,-163
904,905,9,905,2025-06-24,Daily expense,-164
905,906,1,,2025-06-25,Monthly income,2505
906,907,11,907,2025-06-26,Daily expense,-166
907,908,12,908,2025-06-27,Daily expense,-167
908,909,13,909,2025-06-28,Daily expense,-168
909,910,14,910,2025-06-29,Daily expense,-169
910,911,1,,2025-06-30,Monthly income,2510
911,912,6,912,2025-07-01,Daily expense,-171
912,913,7,913,2025-07-02,Daily expense,-172
913,914,8,914,2025-07-03,Daily expense,-173
914,915,9,915,2025-07-04,Daily expense,-174
915,916,1,,2025-07-05,Monthly income,2515
916,917,11,917,2025-07-06,Daily expense,-176
917,918,12,918,2025-07-07,Daily expense,-177
918,919,13,919,2025-07-08,Daily expense,-178
919,920,14,920,2025-07-09,Daily expense,-179
920,921,1,,2025-07-10,Monthly income,2520
921,922,6,922,2025-07-11,Daily expense,-181
922,923,7,923,2025-07-12,Daily expense,-182
923,924,8,924,2025-07-13,Daily expense,-183
924,925,9,925,2025-07-14,Daily expense,-184
925,926,1,,2025-07-15,Monthly income,2525
926,927,11,927,2025-07-16,Daily expense,-186
927,928,12,928,2025-07-17,Daily expense,-187
928,929,13,929,2025-07-18,Daily expense,-188
929,930,14,930,2025-07-19,Daily expense,-189
930,931,1,,2025-07-20,Monthly income,2530
931,932,6,932,2025-07-21,Daily expense,-191
932,933,7,933,2025-07-22,Daily expense,-192
933,934,8,934,2025-07-23,Daily expense,-193
934,935,9,935,2025-07-24,Daily expense,-194
935,936,1,,2025-07-25,Monthly income,2535
936,937,11,937,2025-07-26,Daily expense,-196
937,938,12,938,2025-07-27,Daily expense,-197
938,939,13,939,2025-07-28,Daily expense,-198
939,940,14,940,2025-07-29,Daily expense,-199
940,941,1,,2025-07-30,Monthly income,2540
941,942,6,942,2025-07-31,Daily expense,-201
942,943,7,943,2025-08-01,Daily expense,-202
943,944,8,944,2025-08-02,Daily expense,-203
944,945,9,945,2025-08-03,Daily expense,-204
945,946,1,,2025-08-04,Monthly income,2545
946,947,11,947,2025-08-05,Daily expense,-206
947,948,12,948,2025-08-06,Daily expense,-207
948,949,13,949,2025-08-07,Daily expense,-208
949,950,14,950,2025-08-08,Daily expense,-209
950,951,1,,2025-08-09,Monthly income,2550
951,952,6,952,2025-08-10,Daily expense,-211
952,953,7,953,2025-08-11,Daily expense,-212
953,954,8,954,2025-08-12,Daily expense,-213
954,955,9,955,2025-08-13,Daily expense,-214
955,956,1,,2025-08-14,Monthly income,2555
956,957,11,957,2025-08-15,Daily expense,-216
957,958,12,958,2025-08-16,Daily expense,-217
958,959,13,959,2025-08-17,Daily expense,-218
959,960,14,960,2025-08-18,Daily expense,-219
960,961,1,,2025-08-19,Monthly income,2560
961,962,6,962,2025-08-20,Daily expense,-221
962,963,7,963,2025-08-21,Daily expense,-222
963,964,8,964,2025-08-22,Daily expense,-223
964,965,9,965,2025-08-23,Daily expense,-224
965,966,1,,2025-08-24,Monthly income,2565
966,967,11,967,2025-08-25,Daily expense,-226
967,968,12,968,2025-08-26,Daily expense,-227
968,969,13,969,2025-08-27,Daily expense,-228
969,970,14,970,2025-08-28,Daily expense,-229
970,971,1,,2025-08-29,Monthly income,2570
971,972,6,972,2025-08-30,Daily expense,-231
972,973,7,973,2025-08-31,Daily expense,-232
973,974,8,974,2025-09-01,Daily expense,-233
974,975,9,975,2025-09-02,Daily expense,-234
975,976,1,,2025-09-03,Monthly income,2575
976,977,11,977,2025-09-04,Daily expense,-236
977,978,12,978,2025-09-05,Daily expense,-237
978,979,13,979,2025-09-06,Daily expense,-238
979,980,14,980,2025-09-07,Daily expense,-239
980,981,1,,2025-09-08,Monthly income,2580
981,982,6,982,2025-09-09,Daily expense,-241
982,983,7,983,2025-09-10,Daily expense,-242
983,984,8,984,2025-09-11,Daily expense,-243
984,985,9,985,2025-09-12,Daily expense,-244
985,986,1,,2025-09-13,Monthly income,2585
986,987,11,987,2025-09-14,Daily expense,-246
987,988,12,988,2025-09-15,Daily expense,-247
988,989,13,989,2025-09-16,Daily expense,-248
989,990,14,990,2025-09-17,Daily expense,-249
990,991,1,,2025-09-18,Monthly income,2590
991,992,6,992,2025-09-19,Daily expense,-251
992,993,7,993,2025-09-20,Daily expense,-252
993,994,8,994,2025-09-21,Daily expense,-253
994,995,9,995,2025-09-22,Daily expense,-254
995,996,1,,2025-09-23,Monthly income,2595
996,997,11,997,2025-09-24,Daily expense,-256
997,998,12,998,2025-09-25,Daily expense,-257
998,999,13,999,2025-09-26,Daily expense,-258
999,1000,14,1000,2025-09-27,Daily expense,-259
1000,1001,1,,2025-09-28,Monthly income,2600
1001,1002,6,2,2025-09-29,Daily expense,-11
1002,1003,7,3,2025-09-30,Daily expense,-12
1003,1004,8,4,2025-10-01,Daily expense,-13
1004,1005,9,5,2025-10-02,Daily expense,-14
1005,1006,1,,2025-10-03,Monthly income,2605
1006,1007,11,7,2025-10-04,Daily expense,-16
1007,1008,12,8,2025-10-05,Daily expense,-17
1008,1009,13,9,2025-10-06,Daily expense,-18
1009,1010,14,10,2025-10-07,Daily expense,-19
1010,1011,1,,2025-10-08,Monthly income,2610
1011,1012,6,12,2025-10-09,Daily expense,-21
1012,1013,7,13,2025-10-10,Daily expense,-22
